,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
8787,65, Private,90907, 5th-6th,3, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
8804,22, Private,205604, 5th-6th,3, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, Mexico, <=50K
8818,37, Private,112660, 9th,5, Divorced, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
8831,47, Private,456661, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
8841,37, Private,222450, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
8860,51, Self-emp-not-inc,175897, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
8877,29, Private,337693, 5th-6th,3, Never-married, Other-service, Own-child, White, Female,0,0,40, El-Salvador, <=50K
8901,40, Private,283724, 9th,5, Never-married, Craft-repair, Other-relative, Black, Male,0,0,49, United-States, <=50K
8916,17, Private,101626, 9th,5, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
8927,67, Private,101132, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,1797,0,40, United-States, <=50K
8932,49, ?,171411, 9th,5, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
8936,58, Private,103540, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
8939,30, Private,23778, 7th-8th,4, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
8986,31, Self-emp-not-inc,268482, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
8989,19, Private,311974, 1st-4th,2, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico, <=50K
9017,40, Private,408229, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,0,0,45, El-Salvador, <=50K
9021,51, Private,360131, 5th-6th,3, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
9038,45, Local-gov,175958, 9th,5, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
9070,59, Private,195835, 7th-8th,4, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
9094,38, Private,222450, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
9142,74, Private,209454, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
9179,32, Private,372317, 9th,5, Separated, Other-service, Unmarried, White, Female,0,0,23, Mexico, <=50K
9194,29, Private,255476, 7th-8th,4, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Mexico, <=50K
9329,48, Private,91251, 7th-8th,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,30, China, <=50K
9333,61, ?,229744, 1st-4th,2, Married-civ-spouse, ?, Husband, White, Male,3942,0,20, Mexico, <=50K
9343,28, Private,70034, 7th-8th,4, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Portugal, <=50K
9385,57, Private,175017, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Italy, <=50K
9430,51, Private,107123, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
9447,25, Private,503012, 5th-6th,3, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
9471,56, Private,274475, 9th,5, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
9479,59, Private,100453, 7th-8th,4, Separated, Other-service, Own-child, Black, Female,0,0,38, United-States, <=50K
9488,22, Private,82393, 9th,5, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
9508,23, Private,403107, 5th-6th,3, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador, <=50K
9512,62, Private,114060, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,91, United-States, <=50K
9531,57, Private,103403, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
9558,56, Private,151474, 9th,5, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
9565,49, Private,72393, 9th,5, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
9575,70, Private,216390, 9th,5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,2653,0,40, United-States, <=50K
9579,20, Private,203240, 9th,5, Never-married, Sales, Own-child, White, Female,0,0,32, United-States, <=50K
9585,50, Private,305319, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
9593,36, State-gov,422275, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
9599,42, Private,66755, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
9601,57, Private,24384, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
9623,53, Self-emp-inc,246562, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, >50K
9644,51, Private,101722, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3908,0,47, United-States, <=50K
9658,53, Local-gov,99064, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
9673,55, ?,193895, 7th-8th,4, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
9696,72, ?,96867, 5th-6th,3, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
9747,61, Private,107438, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1651,40, United-States, <=50K
9792,44, Private,121012, 9th,5, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
9804,46, Private,138370, 7th-8th,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1651,40, China, <=50K
9837,45, Private,96100, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
9854,20, ?,133061, 9th,5, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
9863,46, Private,147640, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States, <=50K
9894,31, Private,452405, Preschool,1, Never-married, Other-service, Other-relative, White, Female,0,0,35, Mexico, <=50K
9895,18, Private,218889, 9th,5, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
9915,48, Private,107373, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
9937,43, Private,598606, 9th,5, Separated, Handlers-cleaners, Unmarried, Black, Female,0,0,50, United-States, <=50K
9974,44, Private,228057, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
10013,27, Private,169958, 5th-6th,3, Never-married, Craft-repair, Own-child, White, Male,0,0,40, ?, <=50K
10021,52, Private,94988, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
10054,28, Private,175431, 9th,5, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
10060,65, Self-emp-not-inc,144822, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
10096,62, Private,147627, 9th,5, Never-married, Priv-house-serv, Not-in-family, Black, Female,1055,0,22, United-States, <=50K
10103,48, Private,208748, 5th-6th,3, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K
10106,40, Private,316820, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States, <=50K
10113,27, ?,194024, 9th,5, Separated, ?, Unmarried, White, Female,0,0,50, United-States, <=50K
10154,56, Self-emp-inc,35723, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
10159,71, Self-emp-not-inc,130436, 1st-4th,2, Divorced, Craft-repair, Not-in-family, White, Female,0,0,28, United-States, <=50K
10187,71, ?,193863, 7th-8th,4, Widowed, ?, Other-relative, White, Female,0,0,16, Poland, <=50K
10196,25, Private,479765, 7th-8th,4, Never-married, Sales, Other-relative, White, Male,0,0,45, Guatemala, <=50K
10209,27, Private,405855, 9th,5, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Mexico, <=50K
10227,24, Private,254767, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,2105,0,50, United-States, <=50K
10246,42, Self-emp-not-inc,82297, 7th-8th,4, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,50, United-States, <=50K
10298,66, ?,68219, 9th,5, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
10320,78, ?,33186, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,60, United-States, <=50K
10336,41, Private,237321, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
10348,46, ?,206357, 5th-6th,3, Married-civ-spouse, ?, Wife, White, Female,0,0,40, Mexico, <=50K
10368,58, Private,417419, 7th-8th,4, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
10386,33, Self-emp-not-inc,249249, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
10391,27, Private,37088, 9th,5, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
10392,61, Private,180382, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3411,0,45, United-States, <=50K
10402,36, Private,208358, 9th,5, Divorced, Handlers-cleaners, Not-in-family, White, Male,4650,0,56, United-States, <=50K
10418,50, Private,109277, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
10438,33, Private,224258, 7th-8th,4, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, >50K
10444,58, Local-gov,239405, 5th-6th,3, Divorced, Other-service, Other-relative, Black, Female,0,0,40, Haiti, <=50K
10483,25, Private,257562, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
10504,17, ?,275778, 9th,5, Never-married, ?, Own-child, White, Female,0,0,25, Mexico, <=50K
10531,81, State-gov,132204, 1st-4th,2, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
10542,43, Private,122473, 9th,5, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,625,40, United-States, <=50K
10559,49, Private,149809, Preschool,1, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, ?, <=50K
10573,44, Private,248249, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
10580,33, Private,202822, 7th-8th,4, Never-married, Other-service, Unmarried, Black, Female,0,0,14, Trinadad&Tobago, <=50K
10605,46, Private,294907, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
10619,33, Private,231826, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
10633,54, Private,167552, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Haiti, >50K
10635,32, Private,243988, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
10641,65, ?,192825, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States, <=50K
10680,55, Private,259532, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
10710,56, Private,98809, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,5013,0,45, United-States, <=50K
10720,49, Private,232586, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
10728,64, Private,75577, 7th-8th,4, Married-civ-spouse, Adm-clerical, Husband, White, Male,2580,0,50, United-States, <=50K
10737,20, Private,329530, 9th,5, Never-married, Priv-house-serv, Own-child, White, Male,0,0,40, Mexico, <=50K
10759,37, Private,203828, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
10766,21, Private,355287, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, Mexico, <=50K
10806,75, Private,191446, 1st-4th,2, Married-civ-spouse, Other-service, Other-relative, Black, Female,0,0,16, United-States, <=50K
10840,36, Private,301227, 5th-6th,3, Separated, Priv-house-serv, Unmarried, Other, Female,0,0,35, Mexico, <=50K
10858,66, Local-gov,189834, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
10874,21, Private,243368, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, Mexico, <=50K
10876,54, Private,299324, 5th-6th,3, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico, <=50K
10880,41, ?,213416, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,0,0,32, Mexico, <=50K
10886,47, Private,219632, 5th-6th,3, Married-spouse-absent, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico, <=50K
10891,43, Self-emp-inc,64048, 9th,5, Never-married, Sales, Own-child, White, Female,0,0,44, Portugal, <=50K
10919,27, Private,109611, 9th,5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,37, Portugal, <=50K
10960,43, Private,188199, 9th,5, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
10964,47, Private,343579, 1st-4th,2, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,12, Mexico, <=50K
10979,56, Private,92215, 9th,5, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
10980,60, Private,116230, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
10994,52, Private,128871, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,64, United-States, <=50K
11020,35, Private,314897, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
11027,78, Private,184759, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,1797,0,15, United-States, <=50K
11109,37, Private,179671, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
11120,46, Private,139514, Preschool,1, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male,0,0,75, Dominican-Republic, <=50K
11133,47, Private,121958, 7th-8th,4, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
11157,55, ?,449576, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,0,0,48, Mexico, <=50K
11172,24, Private,228772, 5th-6th,3, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico, <=50K
11207,17, Private,121287, 9th,5, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
11214,56, Private,238638, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
11257,38, ?,281768, 7th-8th,4, Divorced, ?, Unmarried, Black, Female,0,0,30, United-States, <=50K
11258,59, Self-emp-not-inc,32855, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
11274,33, Private,373662, 1st-4th,2, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
11290,25, Private,250038, 9th,5, Never-married, Farming-fishing, Other-relative, White, Male,0,0,45, Mexico, <=50K
11318,54, Private,97778, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
11340,43, Private,193490, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
11342,58, ?,97634, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
11344,50, Private,158948, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,40, United-States, <=50K
11388,50, Self-emp-not-inc,167380, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
11399,21, Private,315065, 7th-8th,4, Never-married, Other-service, Other-relative, White, Male,0,0,48, Mexico, <=50K
11409,59, Private,515712, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
11442,29, Private,309463, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
11445,52, Private,183611, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
11453,56, Private,98630, 7th-8th,4, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
11464,78, ?,83511, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Portugal, <=50K
11467,29, Private,210464, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
11476,37, Private,34378, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
11480,69, Self-emp-not-inc,107548, 9th,5, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
11503,41, Private,200652, 9th,5, Divorced, Other-service, Other-relative, White, Female,0,0,35, United-States, <=50K
11527,65, Private,174603, 5th-6th,3, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,10, Italy, <=50K
11545,53, Private,121618, 7th-8th,4, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
11560,35, Private,167990, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, <=50K
11561,19, Private,340567, 1st-4th,2, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,55, Mexico, <=50K
11591,31, Private,102270, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
11592,37, Private,147258, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
11602,61, Private,98350, Preschool,1, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
11606,38, Private,231037, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
11622,61, Private,137554, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
11636,60, ?,163946, 9th,5, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
11720,52, ?,248113, Preschool,1, Married-spouse-absent, ?, Other-relative, White, Male,0,0,40, Mexico, <=50K
11751,60, Private,296485, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
11785,68, Private,168794, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
11789,28, Private,64307, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
11806,31, Private,374833, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
11823,47, Self-emp-not-inc,121124, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, Italy, >50K
11833,18, Private,335065, 7th-8th,4, Never-married, Sales, Own-child, White, Male,0,0,30, Mexico, <=50K
11867,61, Private,132972, 9th,5, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
11939,32, Private,73498, 7th-8th,4, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
11943,42, Private,118212, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
11958,62, Local-gov,203525, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,2829,0,40, United-States, <=50K
11977,20, Private,173736, 9th,5, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
12084,55, Private,408537, 9th,5, Divorced, Craft-repair, Unmarried, White, Female,99999,0,37, United-States, >50K
12126,48, Private,125892, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, <=50K
12147,64, Private,221343, 1st-4th,2, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,12, United-States, <=50K
12174,54, Private,175262, Preschool,1, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
12182,35, Private,194690, 7th-8th,4, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
12189,44, Private,213416, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
12211,32, Private,398019, 7th-8th,4, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,15, Mexico, <=50K
12214,35, Private,255635, 9th,5, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
12286,37, Private,227128, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
12287,31, State-gov,77634, Preschool,1, Never-married, Other-service, Not-in-family, White, Male,0,0,24, United-States, <=50K
12305,66, ?,270460, 7th-8th,4, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
12319,80, Self-emp-not-inc,26865, 7th-8th,4, Never-married, Farming-fishing, Unmarried, White, Male,0,0,20, United-States, <=50K
12320,38, ?,75024, 7th-8th,4, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
12321,64, Private,316627, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
12330,24, Private,281356, 1st-4th,2, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,66, Mexico, <=50K
12335,56, Private,437727, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
12366,60, Private,165441, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
12429,64, ?,286732, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
12443,35, Private,206253, 9th,5, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
12466,40, ?,165309, 7th-8th,4, Separated, ?, Not-in-family, White, Female,0,0,8, United-States, <=50K
12474,39, Private,70240, 5th-6th,3, Married-spouse-absent, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
12509,82, Private,152148, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,2, United-States, <=50K
12531,43, Private,191429, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
12567,25, Private,195994, 1st-4th,2, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
12571,28, Private,67218, 7th-8th,4, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
12578,39, Self-emp-not-inc,124090, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
12589,68, ?,133758, 7th-8th,4, Widowed, ?, Not-in-family, Black, Male,0,0,10, United-States, <=50K
12597,21, ?,155697, 9th,5, Never-married, ?, Own-child, White, Male,0,0,42, United-States, <=50K
12626,40, Private,70645, Preschool,1, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
12634,76, Local-gov,178665, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
12663,35, Private,63921, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
12686,27, Self-emp-inc,120126, 9th,5, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
12701,70, Private,131060, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
12711,47, Private,270079, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
12740,24, ?,267955, 9th,5, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
12762,29, Private,209934, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
12773,42, Private,282062, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
12784,68, ?,141181, 9th,5, Married-civ-spouse, ?, Husband, White, Male,0,0,2, United-States, <=50K
12793,54, ?,148657, Preschool,1, Married-civ-spouse, ?, Wife, White, Female,0,0,40, Mexico, <=50K
12799,21, Private,313873, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K
12810,61, Private,133164, 7th-8th,4, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
12820,27, Private,100168, 7th-8th,4, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
12832,47, Private,431245, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
12854,61, Private,215944, 9th,5, Divorced, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
12863,25, Private,276310, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
12879,24, Private,296045, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,2635,0,38, United-States, <=50K
12921,56, Private,197369, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
12939,70, ?,28471, 9th,5, Widowed, ?, Unmarried, White, Female,0,0,25, United-States, <=50K
12965,50, Private,128378, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,55, ?, <=50K
12969,42, Private,572751, Preschool,1, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
12970,36, Private,209993, 1st-4th,2, Widowed, Other-service, Other-relative, White, Female,0,0,20, Mexico, <=50K
12977,22, ?,214238, 7th-8th,4, Never-married, ?, Unmarried, White, Female,0,0,40, Mexico, <=50K
13003,58, Self-emp-not-inc,105592, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
13004,45, Private,178922, 9th,5, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
13010,42, Local-gov,175674, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
13024,54, Self-emp-not-inc,261207, 7th-8th,4, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, Cuba, <=50K
13042,64, Private,164204, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,53, ?, <=50K
13059,51, Private,340588, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, Mexico, <=50K
13075,57, Private,136107, 9th,5, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
13095,30, Private,229051, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,37, United-States, <=50K
13105,36, Self-emp-not-inc,257250, 7th-8th,4, Never-married, Farming-fishing, Own-child, White, Male,0,0,75, United-States, <=50K
